Year,Month,Day,SetNum,TrapNum,TrapUsability,HoursSoak,GeogLoc,startLAT,startLONG,Species,Sex,WidthType,WidthSpine,WidthNotch,TagNum,Recap,Notes
2024,7,16,2,2,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,48,172,0,
2024,7,16,2,2,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,55,173,0,
2024,7,16,2,2,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,49,174,0,
2024,7,16,2,2,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,50,175,0,
2024,7,16,2,2,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,63,176,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,49,177,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,65,178,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,64,179,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,62,180,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,58,181,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,57,182,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,61,183,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,63,184,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,56,185,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,57,186,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,32,187,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,47,188,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,57,189,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,57,190,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,61,191,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,52,192,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,47,193,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,35,194,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,38,195,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,56,196,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,35,197,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,54,198,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,49,199,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,38,200,0,
2024,7,16,2,3,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,43,201,0,
2024,7,16,2,4,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,65,202,0,
2024,7,16,2,4,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,56,203,0,
2024,7,16,2,4,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,51,204,0,
2024,7,16,2,5,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,55,205,0,
2024,7,16,2,5,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,60,206,0,
2024,7,16,2,5,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,53,207,0,
2024,7,16,2,5,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,54,208,0,
2024,7,16,2,5,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,57,209,0,
2024,7,16,2,5,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,53,210,0,
2024,7,16,2,5,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,43,211,0,
2024,7,16,2,6,0,23,ROCHE,48.37022,-123.6245,XMB,1,N,,57,212,0,
2024,7,16,2,6,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,43,213,0,
2024,7,16,2,6,0,23,ROCHE,48.37022,-123.6245,XMB,3,N,,61,214,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,73,0,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,66,1,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,67,2,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,61,3,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,65,4,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,63,5,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,56,6,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,64,7,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,56,8,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,44,9,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,58,10,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,59,11,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,61,12,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,53,13,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,61,14,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,51,15,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,53,16,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,53,17,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,55,18,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,50,19,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,54,20,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,60,21,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,54,22,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,45,23,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,60,24,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,57,25,0,
2024,7,16,3,1,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,39,26,0,
2024,7,16,3,2,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,54,27,0,
2024,7,16,3,2,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,71,28,0,
2024,7,16,3,2,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,66,29,0,
2024,7,16,3,2,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,65,30,0,
2024,7,16,3,2,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,57,31,0,
2024,7,16,3,2,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,42,32,0,
2024,7,16,3,2,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,58,33,0,
2024,7,16,3,2,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,47,34,0,
2024,7,16,3,2,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,58,35,0,
2024,7,16,3,2,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,65,36,0,
2024,7,16,3,2,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,54,37,0,
2024,7,16,3,2,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,57,38,0,
2024,7,16,3,2,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,66,39,0,
2024,7,16,3,2,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,49,41,0,
2024,7,16,3,2,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,61,42,0,
2024,7,16,3,2,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,51,43,0,
2024,7,16,3,2,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,50,44,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,63,40,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,71,45,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,70,46,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,66,47,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,61,48,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,66,49,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,71,50,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,45,51,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,55,52,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,63,53,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,65,54,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,53,55,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,61,56,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,64,57,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,55,58,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,46,59,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,50,60,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,56,61,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,55,62,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,56,63,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,57,64,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,54,65,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,42,66,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,38,67,0,
2024,7,16,3,3,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,46,68,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,70,69,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,61,70,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,68,71,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,57,72,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,65,73,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,59,74,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,49,75,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,65,76,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,61,77,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,62,78,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,57,79,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,48,80,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,57,81,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,54,82,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,61,83,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,54,84,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,68,85,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,53,86,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,55,87,0,
2024,7,16,3,4,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,49,88,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,65,89,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,61,90,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,60,91,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,55,92,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,57,93,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,57,94,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,56,95,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,57,96,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,67,97,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,49,98,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,65,99,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,52,100,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,53,101,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,57,102,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,62,103,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,55,104,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,57,105,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,54,106,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,50,107,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,52,108,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,53,109,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,51,110,0,
2024,7,16,3,5,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,44,111,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,63,112,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,70,113,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,60,114,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,73,115,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,67,116,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,58,117,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,62,118,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,53,119,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,75,120,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,74,121,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,3,N,,56,122,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,70,123,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,60,124,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,68,125,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,67,126,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,60,127,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,58,128,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,75,129,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,67,130,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,57,131,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,60,132,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,62,133,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,64,134,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,64,135,0,
2024,7,16,3,6,0,22,ROCHE,48.37072,-123.6255,XMB,1,N,,60,136,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,62,215,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,61,216,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,66,217,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,64,218,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,61,219,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,62,220,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,61,221,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,65,222,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,1,N,,57,223,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,1,N,,55,224,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,63,225,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,55,226,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,72,227,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,52,228,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,1,N,,53,229,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,62,230,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,1,N,,60,231,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,1,N,,46,232,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,65,233,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,57,234,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,63,235,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,1,N,,55,236,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,60,237,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,59,238,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,1,N,,60,239,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,63,240,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,59,241,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,62,242,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,1,N,,56,243,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,57,244,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,1,N,,60,245,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,58,246,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,68,247,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,59,248,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,58,249,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,36,250,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,50,251,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,41,252,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,59,253,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,40,254,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,47,255,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,51,256,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,1,N,,58,257,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,46,258,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,45,259,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,54,260,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,57,261,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,58,262,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,43,263,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,49,264,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,39,265,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,1,N,,49,266,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,1,N,,41,267,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,1,N,,55,268,0,
2024,7,17,1,1,0,41,ROCHE,48.37052,-123.6242,XMB,1,N,,40,269,0,
2024,7,17,1,2,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,61,270,0,
2024,7,17,1,2,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,52,271,0,
2024,7,17,1,2,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,52,272,0,
2024,7,17,1,2,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,62,273,0,
2024,7,17,1,2,0,41,ROCHE,48.37052,-123.6242,XMB,1,N,,55,274,0,
2024,7,17,1,2,0,41,ROCHE,48.37052,-123.6242,XMB,1,N,,49,275,0,
2024,7,17,1,2,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,55,276,0,
2024,7,17,1,2,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,53,277,0,
2024,7,17,1,2,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,51,278,0,
2024,7,17,1,2,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,42,279,0,
2024,7,17,1,2,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,45,280,0,
2024,7,17,1,2,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,50,281,0,
2024,7,17,1,2,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,47,282,0,
2024,7,17,1,2,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,49,283,0,
2024,7,17,1,2,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,48,284,0,
2024,7,17,1,2,0,41,ROCHE,48.37052,-123.6242,XMB,1,N,,47,285,0,
2024,7,17,1,2,0,41,ROCHE,48.37052,-123.6242,XMB,3,N,,47,286,0,
